sw krw krn krwf krnf vw vn force pw pn wet peff
0.33037503 0.32820888 1.7940167 0.32989738 1.6306357 2.9374191e-05 0.00016056174 8.5117731e-06 0.32904803 0.33528763 617540.06 0.47120344
0.33032602 0.32299949 1.7750456 0.32450348 1.6123266 2.8907958e-05 0.00015886385 8.5117731e-06 0.32903773 0.33529246 617741.02 0.47663418
0.33026974 0.3085798 1.7779947 0.31028307 1.6153586 2.7617418e-05 0.00015912779 8.5117731e-06 0.32903441 0.33529445 617930.25 0.4792544
0.33023051 0.29659965 1.7631916 0.29782738 1.6011007 2.6545213e-05 0.00015780294 8.5117731e-06 0.32902875 0.33529741 617994.35 0.48548609
0.33020657 0.26685452 1.8026844 0.2706696 1.6397947 2.3883069e-05 0.00016133749 8.5117731e-06 0.32902706 0.33529898 618163.67 0.48319941
0.33017273 0.25763602 1.808124 0.26109965 1.645617 2.3058028e-05 0.00016182432 8.5117731e-06 0.32903055 0.33529814 618320.33 0.48408334
0.33014227 0.25203675 1.8068391 0.25600794 1.6442478 2.2556902e-05 0.00016170932 8.5117731e-06 0.32903217 0.33529811 618469.04 0.48570194
0.33011407 0.24936304 1.8086242 0.25295137 1.6465715 2.2317609e-05 0.00016186909 8.5117731e-06 0.32903216 0.3352986 618611.01 0.48591166
0.33009201 0.24783096 1.8091085 0.25191624 1.6471267 2.218049e-05 0.00016191243 8.5117731e-06 0.32903126 0.33529959 618752.07 0.48615918
0.3300549 0.24641313 1.8074569 0.25131988 1.6455345 2.2053597e-05 0.00016176462 8.5117731e-06 0.32902929 0.33530097 618889 0.48688572
0.33001617 0.2443379 1.8065776 0.2500025 1.6447229 2.1867866e-05 0.00016168592 8.5117731e-06 0.32902716 0.33530237 619024.48 0.48758712
0.32997243 0.2423004 1.8071025 0.24791654 1.6454776 2.1685514e-05 0.0001617329 8.5117731e-06 0.32902571 0.33530333 619155.59 0.487947
0.32994849 0.24014862 1.8077744 0.2456681 1.6463169 2.1492932e-05 0.00016179303 8.5117731e-06 0.32902508 0.33530397 619280.9 0.48829961
0.32992467 0.23852888 1.807179 0.24374438 1.645844 2.1347969e-05 0.00016173975 8.5117731e-06 0.32902455 0.33530445 619401.95 0.48882834
0.32988794 0.23811636 1.8045707 0.24289869 1.643707 2.1311048e-05 0.00016150631 8.5117731e-06 0.32902394 0.33530493 619514.97 0.48955124
0.32988042 0.23749223 1.8022084 0.24250881 1.6411896 2.125519e-05 0.00016129488 8.5117731e-06 0.32902336 0.33530545 619620.36 0.49026803
0.32986476 0.2366304 1.7993497 0.24192753 1.6383597 2.1178057e-05 0.00016103903 8.5117731e-06 0.32902284 0.33530598 619713.22 0.49116395
0.32983718 0.23573347 1.7963824 0.24119236 1.635446 2.1097783e-05 0.00016077346 8.5117731e-06 0.32902212 0.33530656 619796.05 0.49209794
0.32982765 0.23543951 1.792665 0.24066512 1.6321075 2.1071474e-05 0.00016044076 8.5117731e-06 0.32902145 0.33530717 619878.29 0.49307123
0.32980321 0.23476585 1.7892817 0.2402146 1.6288943 2.1011183e-05 0.00016013796 8.5117731e-06 0.32902051 0.33530784 619956.01 0.49405954
0.32978616 0.23446673 1.785872 0.2396726 1.6258234 2.0984412e-05 0.0001598328 8.5117731e-06 0.32901958 0.33530845 620028.52 0.4949665
0.329773 0.23440057 1.7830499 0.23940954 1.623437 2.0978491e-05 0.00015958022 8.5117731e-06 0.32901872 0.33530906 620097 0.49567513
0.32975959 0.23402993 1.7798299 0.23888337 1.6206468 2.0945319e-05 0.00015929204 8.5117731e-06 0.32901805 0.33530961 620161.64 0.49655888
0.32975195 0.23373152 1.7746889 0.23856715 1.6160331 2.0918612e-05 0.00015883193 8.5117731e-06 0.32901726 0.33531023 620218.04 0.49790372
0.32973302 0.23340276 1.7689458 0.23821905 1.6107251 2.0889189e-05 0.00015831793 8.5117731e-06 0.32901623 0.33531097 620274.14 0.49941354
0.32972023 0.2333676 1.7636976 0.23780835 1.6059051 2.0886041e-05 0.00015784823 8.5117731e-06 0.32901478 0.33531178 620331.52 0.50073478
0.3297097 0.23394069 1.7561015 0.23813009 1.5988948 2.0937332e-05 0.00015716838 8.5117731e-06 0.3290129 0.33531284 620392.31 0.50250192
0.32968614 0.23503297 1.7446401 0.23937011 1.5883291 2.103509e-05 0.0001561426 8.5117731e-06 0.32901024 0.33531436 620460.2 0.50513392
0.3296815 0.23897059 1.7280317 0.24336758 1.5737045 2.1387501e-05 0.00015465618 8.5117731e-06 0.32900543 0.33531672 620532.32 0.50838781
0.32967223 0.24013127 1.7221877 0.24268731 1.5671036 2.1491379e-05 0.00015413315 8.5117731e-06 0.32900143 0.33531878 620542.69 0.50960115
0.32965242 0.23656102 1.7250392 0.23903423 1.5698697 2.1171847e-05 0.00015438836 8.5117731e-06 0.32900036 0.33531947 620579.07 0.50978788
0.32964039 0.23591736 1.7264764 0.23863164 1.5708276 2.1114241e-05 0.00015451698 8.5117731e-06 0.32899938 0.33532004 620617.03 0.50958173
0.32963161 0.23676593 1.7258762 0.23911107 1.5700796 2.1190187e-05 0.00015446327 8.5117731e-06 0.32899805 0.33532073 620651.43 0.50951723
0.32962698 0.23839855 1.7211222 0.2405087 1.5651191 2.1336304e-05 0.00015403779 8.5117731e-06 0.32899633 0.33532158 620688.34 0.51032887
0.32961344 0.23571648 1.7196868 0.23797178 1.5635109 2.1096263e-05 0.00015390932 8.5117731e-06 0.32899519 0.33532222 620734.7 0.51140347
0.32959765 0.23293902 1.7183674 0.23505367 1.5621727 2.0847684e-05 0.00015379124 8.5117731e-06 0.32899452 0.33532271 620771.11 0.51247718
0.32958637 0.23510464 1.7215216 0.23823086 1.5648641 2.1041504e-05 0.00015407354 8.5117731e-06 0.32899255 0.33532381 620783.84 0.51108381
