sw krw krn krwf krnf vw vn force pw pn wet peff
0.15954083 -0.2194953 24.793733 -0.15772724 17.909586 -5.1413675e-06 0.0005807582 5.5373753e-06 0.32259916 0.33536453 1667993.5 0.040693022
0.1671974 -0.0088900788 25.423993 0.017435762 18.320202 -2.0823755e-07 0.00059552114 5.5373753e-06 0.32287958 0.33542435 1654726 0.039346684
0.17480318 -0.14378909 24.652165 -0.16038004 17.705881 -3.3680564e-06 0.00057744216 5.5373753e-06 0.32318146 0.3354794 1641269.1 0.040802378
0.182463 -0.092529022 24.521944 -0.19711423 17.582681 -2.1673617e-06 0.00057439191 5.5373753e-06 0.32346341 0.33553393 1627711.9 0.040934259
0.19005319 0.064415994 24.413605 -0.12322862 17.476605 1.5088537e-06 0.00057185424 5.5373753e-06 0.32364331 0.33560181 1613357.7 0.040852976
0.19765326 0.19769214 24.724089 -0.052917851 17.700558 4.6306592e-06 0.00057912689 5.5373753e-06 0.32387023 0.33565892 1598859.9 0.040125543
0.20522956 0.42649131 24.913847 0.033326579 17.806535 9.989957e-06 0.00058357169 5.5373753e-06 0.3240332 0.33572394 1583689.5 0.039462773
0.21266445 0.6939165 24.853637 0.28160637 17.768469 1.6254014e-05 0.00058216137 5.5373753e-06 0.32423546 0.33578081 1568498.5 0.039142691
0.21434279 0.91700014 25.100985 0.45589869 17.977735 2.1479434e-05 0.00058795514 5.5373753e-06 0.32416414 0.33582555 1562360.9 0.038434952
0.21389063 1.1473902 24.587601 0.6737228 17.52781 2.6875995e-05 0.00057592985 5.5373753e-06 0.32402529 0.33585241 1561256.1 0.0388576
0.2137148 1.0431776 24.12131 0.59620572 17.213224 2.4434963e-05 0.00056500762 5.5373753e-06 0.32395387 0.33586719 1560036.2 0.039738541
0.21360427 0.97506617 24.013145 0.54677306 17.132919 2.2839549e-05 0.00056247402 5.5373753e-06 0.32390869 0.33587709 1559046.4 0.040018871
0.21355255 0.69142444 23.408174 0.29733992 16.675929 1.6195642e-05 0.00054830342 5.5373753e-06 0.32387665 0.33588509 1558303.9 0.041494468
